num_threads=1,,,,,,,,,,,,,,,,,,
10th run,0.006833792,0.001024113,0.007857905,0.006259457,0.001016715,0.007276172,0.016010949,0.010015775,0.026026724,0.010342508,0.004727167,0.015069675,0.007286220,0.040174780,0.047461000,0.008553506,0.709923253,0.718476759
Average,0.007079671,0.001402611,0.008482282,0.008113410,0.000866491,0.008979901,0.008642556,0.003532960,0.012175516,0.008241077,0.004628494,0.023825569,0.008242106,0.052076604,0.060318710,0.011503843,0.714611476,0.726115319
,,,,,,,,,,,,,,,,,,
num_threads=8,,,,,,,,,,,,,,,,,,
upper_bound=10^k,"num_threads=8, upper_bound=10,  num_prime=4, unnecessary crossing out:3 or 2",,,"num_threads=8, upper_bound=100, num_prime=25, unnecessary crossing out:111 or 72 or 96",,,"num_threads=8, upper_bound=1000, num_prime=168, unnecessary crossing out:1541 or 1376 or 1127",,,"num_threads=8, upper_bound=10000, num_prime=1229, unnecessary crossing out:16800 or 18465 or 18466 or 14301",,,"num_threads=8, upper_bound=100000, num_prime=9592, unnecessary crossing out:208065 or 191400 or 191424 or 166401",,,"num_threads=8, upper_bound=1000000, num_prime=78498, unnecessary crossing out:2103708 or 1853709 or 2270373",,
(seconds),Initialization,Critical section,Total time,Initialization,Critical section,Total time,Initialization,Critical section,Total time,Initialization,Critical section,Total time,Initialization,Critical section,Total time,Initialization,Critical section,Total time
1st run,0.047939628,0.009956038,0.057895666,0.061570109,0.019199504,0.080769613,0.063548226,0.010186624,0.073734850,0.056778044,0.009192000,0.065970044,0.066648873,0.049195875,0.115844748,0.050865067,0.743053604,0.793918671
2nd run,0.046969223,0.009942523,0.056911746,0.049619430,0.019089817,0.068709247,0.065695769,0.011222662,0.076918431,0.050090707,0.010047517,0.060138224,0.065341260,0.079911123,0.145252383,0.064332891,0.739602495,0.803935386
3rd run,0.049089510,0.010058289,0.059157799,0.056692473,0.010865059,0.067557532,0.050311510,0.012000367,0.062311877,0.064865340,0.009029126,0.073894466,0.048481294,0.052431961,0.100913255,0.062492426,0.785908125,0.848400551
4th run,0.069250692,0.009954615,0.079205307,0.064395098,0.010014646,0.074409744,0.050374999,0.010852664,0.061227663,0.042561857,0.009797977,0.052359834,0.060115221,0.050819461,0.110934682,0.070620891,0.772654079,0.843274970
5th run,0.056883333,0.018925086,0.075808419,0.048800423,0.011131204,0.059931627,0.071704234,0.018733881,0.090438115,0.060721279,0.018894019,0.079615298,0.050617323,0.070338159,0.120955482,0.066617255,0.699978078,0.766595333
6th run,0.047260067,0.008872184,0.056132251,0.065687957,0.009963657,0.075651614,0.057499397,0.019159712,0.076659109,0.062256203,0.008915574,0.071171777,0.059827609,0.049218208,0.109045817,0.051448183,0.743156110,0.794604293
7th run,0.049734811,0.009072237,0.058807048,0.060320791,0.009941053,0.070261844,0.044178515,0.009840480,0.054018995,0.060397180,0.009139426,0.069536606,0.043928376,0.041865829,0.085794205,0.070013336,0.746981867,0.816995203
8th run,0.044977865,0.008963147,0.053941012,0.049236046,0.010163291,0.059399337,0.045584811,0.009234389,0.054819200,0.060922216,0.008934111,0.069856327,0.053815743,0.059743436,0.113559179,0.053589113,0.778918478,0.832507591
9th run,0.050906792,0.008975957,0.059882749,0.039879575,0.010780215,0.050659790,0.045277104,0.011883857,0.057160961,0.059539651,0.026563525,0.086103176,0.049103931,0.059085310,0.108189241,0.054280412,0.759133267,0.813413679
10th run,0.054545294,0.011221550,0.065766844,0.049775419,0.010244957,0.060020376,0.051497651,0.010140947,0.061638598,0.048990430,0.011234001,0.060224431,0.053114179,0.068140127,0.121254306,0.047961524,0.748391833,0.796353357
Average,0.051755722,0.010594163,0.062350884,0.054597732,0.012139340,0.066737072,0.0545672216,0.012325558,0.066892780,0.056712291,0.012174728,0.068887018,0.055099381,0.058074949,0.113174330,0.059222110,0.751777794,0.810999903
,,,,,,,,,,,,,,,,,,
Completion time (s),upper_bound=10,upper_bound=100,upper_bound=1000,upper_bound=10000,upper_bound=100000,upper_bound=1000000,,,,,,,,,,,,
num_threads=1,0.000792411,0.000927029,0.001924385,0.015530200,0.139243083,1.432930297,,,,,,,,,,,,
num_threads=2,0.001989817,0.0019282706,0.0023436809,0.0097269459,0.0852340739,0.832490638,,,,,,,,,,,,
num_threads=4,0.008482282,0.008979901,0.0121755155,0.0238255687,0.060318710,0.7261153189,,,,,,,,,,,,
num_threads=8,0.062350884,0.0667370724,0.066892780,0.0688870183,0.1131743298,0.8109999034,,,,,,,,,,,,
